id,purpose,description,sentiment,sentiment_score,sentiment_confidence,text_length,word_count,sentence_count,has_positive_words,has_negative_words,has_financial_terms,target_5%,default_prob_5%,target_10%,default_prob_10%,target_15%,default_prob_15%
114,education,Looking to finance my education.,NEUTRAL,0.5,0.8315324692405746,32,5,2,0,0,0,1,0.10458556117761494,0,0.1398758687101488,0,0.19196605520619256
115,debt_consolidation,Need to consolidate my current debts. I have several credit accounts that I want to combine. I have consistent income and average credit score. I plan to manage this loan responsibly. I have carefully planned my budget to accommodate this loan payment.,NEUTRAL,0.5166666666666667,0.8878158213315204,252,42,6,0,0,1,0,0.20018187874946397,0,0.24537538681623675,0,0.3
116,debt_consolidation,Looking to consolidate multiple debts for better organization. I have a mix of credit cards and other loans. My financial situation is normal with regular income. I will make payments as agreed.,NEUTRAL,0.54375,0.752420500752687,194,32,5,0,0,1,0,0.18469682669661433,1,0.2327209833895932,1,0.2791813324820398
117,education,Looking to finance my education. I have several educational expenses to pay. I have standard credit history and stable employment. I am committed to meeting my financial commitments. I have carefully planned my budget to accommodate this loan payment.,NEUTRAL,0.515,0.7627058200720778,251,39,6,1,0,1,0,0.18202232475003222,0,0.2367351867870809,1,0.28742544154549166
118,education,Investing in professional certification to increase earning potential. I have strong credit and good income. My employment is secure and I have strong payment history. I am confident in my ability to repay this loan.,POSITIVE,0.6833333333333333,0.6976248872173645,216,35,5,1,0,1,0,0.14340411206755505,1,0.19933457350064387,0,0.25016107988697683
119,medical,Looking to finance medical treatment.,NEUTRAL,0.5,0.8338659646559228,37,5,2,0,0,0,0,0.09893679477945665,0,0.14565065030710156,0,0.1991667972775727
120,business,Looking to invest in my business.,NEUTRAL,0.5,0.7706424763369705,33,6,2,0,0,0,1,0.09794681563669447,0,0.1398295975015948,0,0.18651280992897995
121,business,Looking to invest in my business. I have several areas that need funding. I have consistent income and average credit score. I am committed to meeting my financial commitments.,NEUTRAL,0.5125,0.8454143126162705,176,29,5,0,0,1,0,0.1648718734828898,1,0.21835515597969216,0,0.2539096181495995
122,business,Need funding for business expansion. I have various growth opportunities planned. I have standard credit history and stable employment. I will make payments as agreed. I have researched various loan options and believe this is the best choice for my situation.,NEUTRAL,0.625,0.6844746176304379,260,41,6,1,0,1,0,0.16551357037341755,0,0.22286906278698349,0,0.26886036841421473
123,medical,Medical emergency that has impacted my ability to work. Have some credit issues due to medical expenses. I've been struggling financially and have missed some payments. I am uncertain about my ability to repay.,NEGATIVE,0.484375,0.8260660149093333,210,34,5,0,1,1,0,0.18183640125649383,0,0.23006093754620136,1,0.28216055480167723
124,medical,Planning elective surgery with good insurance coverage. I have stable income and excellent credit. I have a stable job with good income and excellent credit history. I am committed to maintaining my good credit standing.,POSITIVE,0.91,0.6775587401653855,220,35,5,1,0,1,0,0.10943956988273089,0,0.16827462835906815,0,0.22626287968506092
125,home_improvement,Need urgent home repairs but my financial situation is tight. Have some payment issues recently. My financial situation has been challenging recently. I am worried about my financial situation.,NEGATIVE,0.5267857142857143,0.7656411710658336,193,29,5,0,1,1,0,0.15670360490482751,0,0.2078937396244701,0,0.24932718794045214
126,education,Trying to pay for education but facing financial difficulties. Have missed some payments recently. My financial situation has been challenging recently. I am worried about my financial situation.,NEGATIVE,0.55,0.7231336846649589,195,28,5,0,1,1,1,0.1719896044357507,0,0.20667206350831466,0,0.26130256146475817
127,medical,Looking to finance medical treatment. I have several medical bills to pay. I have consistent income and average credit score. I will make payments as agreed.,NEUTRAL,0.51,0.642229559663307,157,26,5,0,0,1,0,0.15510272718108042,0,0.20759835672328605,1,0.2608311686831371
128,home_improvement,Planning home improvements to update the property. I have various projects in mind. I have standard credit history and stable employment. I will make payments as agreed.,NEUTRAL,0.5,0.6670393405536906,169,27,5,1,0,1,1,0.15112772454091233,0,0.21069161616670634,0,0.2575500012541164
129,medical,Scheduling important medical treatment. I have strong credit and stable employment. I have excellent credit history and stable employment. I am optimistic about my financial future.,POSITIVE,0.6527777777777778,0.8088767591793056,181,26,5,1,0,1,0,0.1406040549751854,0,0.19790450788616706,0,0.24453061148180966
130,debt_consolidation,Looking to consolidate multiple debts for better organization.,NEUTRAL,0.625,0.6628045402898911,62,8,2,0,0,1,0,0.1318765309236212,0,0.1786585811956068,1,0.22882191822964382
131,debt_consolidation,Trying to consolidate debts but my credit score has dropped due to missed payments. Need help getting back on track. I've been struggling financially and have missed some payments. I am worried about my financial situation. I have researched various loan options and believe this is the best choice for my situation.,NEGATIVE,0.5729166666666666,0.9410032258859582,316,52,6,0,1,1,0,0.2016891183269502,0,0.26069111582159993,0,0.3
132,education,Need education funding but my financial situation is tight. Have some credit problems. I've been struggling financially and have missed some payments. I am uncertain about my ability to repay.,NEGATIVE,0.4702380952380952,0.6359056763757163,192,30,5,0,1,1,0,0.17548898706080154,0,0.22299145318434527,0,0.2651035825679218
133,debt_consolidation,Looking to consolidate multiple credit cards with high interest rates. I have excellent payment history and want to simplify my finances. My financial situation is stable with consistent income and good credit. I have carefully considered this financial decision. I have carefully planned my budget to accommodate this loan payment.,POSITIVE,0.606111111111111,0.7192470763961023,332,50,6,1,0,1,0,0.20578687323678083,0,0.257613234458587,0,0.3
134,debt_consolidation,Need to consolidate debts because I'm struggling to make minimum payments. Have some late payments recently. My income has been reduced recently and I have some payment issues. I am concerned about my ability to make payments.,NEGATIVE,0.45,0.7402476047881789,226,37,5,0,1,1,0,0.20876301005741232,0,0.25781924638101367,0,0.2983069006583798
135,debt_consolidation,Need to consolidate my current debts. I have several credit accounts that I want to combine. I have a regular income and standard credit history. I will make payments as agreed. I have discussed this with my financial advisor and feel confident about this decision.,NEUTRAL,0.5416666666666666,0.8838997266962666,265,45,6,1,0,1,0,0.19697488429490567,0,0.2572768201279017,0,0.29397308960348967
136,business,Trying to save my struggling business.,NEGATIVE,0.5,0.867555205864168,38,6,2,0,1,0,0,0.10099856790780434,0,0.1455072082491376,0,0.1949116299325007
137,education,Need loan for education. I have different education-related costs to address. My employment is stable and I have typical payment history. I am committed to meeting my financial commitments. I have carefully planned my budget to accommodate this loan payment.,NEUTRAL,0.4666666666666667,0.7576800627110639,258,40,6,1,0,1,1,0.18753013228409754,0,0.23984883649618355,0,0.28959705253075124
138,medical,Need loan for healthcare expenses. I have different medical costs to address. My financial situation is normal with regular income. I understand my financial obligations.,NEUTRAL,0.5125,0.7990203147184816,170,25,5,0,0,1,0,0.15703428612460202,1,0.21121889960530618,0,0.2649518988595115
139,debt_consolidation,Trying to consolidate debts but my credit score has dropped due to missed payments. Need help getting back on track. My income has been reduced recently and I have some payment issues. I am struggling to manage my current financial obligations. I have discussed this with my financial advisor and feel confident about this decision.,NEGATIVE,0.5267857142857143,0.6926261438515026,332,55,6,1,1,1,0,0.23009720606696119,0,0.2742297391122083,1,0.2955370893222689
140,debt_consolidation,I want to consolidate my existing debts into one loan.,NEUTRAL,0.5,0.6262727041154088,54,10,2,0,0,1,0,0.14712022433552205,0,0.20533511742134486,1,0.2643893219179965
141,debt_consolidation,Looking to consolidate multiple debts for better organization. I have a mix of credit cards and other loans. I have standard credit history and stable employment. I will maintain my payment schedule.,NEUTRAL,0.546875,0.7019407511608596,199,32,5,1,0,1,0,0.18586723464980345,0,0.24171226347906147,0,0.28900271269159955
142,home_improvement,Need urgent home repairs but my financial situation is tight. Have some payment issues recently. My credit has suffered due to recent financial difficulties. I am uncertain about my ability to repay.,NEGATIVE,0.4747023809523809,0.6249129160537177,199,32,5,0,1,1,0,0.17363209830748066,1,0.2067105862395644,1,0.2735348566019894
143,home_improvement,Need urgent home repairs but my financial situation is tight. Have some payment issues recently. My financial situation has been challenging recently. I am struggling to manage my current financial obligations.,NEGATIVE,0.5229591836734694,0.7487986381364741,210,31,5,0,1,1,0,0.15104273351344397,0,0.21306641117895028,1,0.2539359686785078
144,education,Need education funding but my financial situation is tight.,NEGATIVE,0.4553571428571428,0.8893209058775209,59,9,2,0,0,1,0,0.13613317974653966,0,0.1775147358460258,0,0.24415230733954696
145,debt_consolidation,I have multiple credit cards maxed out and need to consolidate before they go to collections.,NEGATIVE,0.5,0.862135202724368,93,16,2,0,0,1,0,0.16065670991675474,0,0.21549893449823496,0,0.2532945587184713
146,education,Investing in professional certification to increase earning potential. I have strong credit and good income. I have a stable job with good income and excellent credit history. I have carefully considered this financial decision.,POSITIVE,0.6770833333333334,0.8410372969242328,228,34,5,1,0,1,0,0.15312586842040188,0,0.19603162601215104,1,0.24816769557924745
