id,purpose,description,sentiment,sentiment_score,sentiment_confidence,text_length,word_count,sentence_count,has_positive_words,has_negative_words,has_financial_terms
155,debt_consolidation,Need to consolidate my current debts. I have several credit accounts that I want to combine. I have a regular income and standard credit history. I am committed to meeting my financial commitments.,NEUTRAL,0.5,0.7616917207437504,197,33,5,0,0,1
156,debt_consolidation,Trying to consolidate debts but my credit score has dropped due to missed payments.,NEGATIVE,0.4375,0.8647551039194508,83,14,2,0,0,1
157,medical,Need funding for medical expenses.,NEUTRAL,0.5,0.6458546301326562,34,5,2,0,0,0
158,business,Need capital for business development. I have different projects that require financing. My financial situation is normal with regular income. I plan to manage this loan responsibly.,NEUTRAL,0.535,0.6101043048545821,182,27,5,0,0,1
159,education,Need education funding but my financial situation is tight.,NEGATIVE,0.45535714285714285,0.7927936524509345,59,9,2,0,0,1
160,education,Need funding for educational expenses. I have various education costs to cover. My employment is stable and I have typical payment history. I plan to manage this loan responsibly.,NEUTRAL,0.5354166666666667,0.7615067629625741,179,29,5,1,0,1
161,debt_consolidation,I have multiple credit cards maxed out and need to consolidate before they go to collections. My income is irregular. I have some payment problems and my income is irregular. I am worried about my financial situation. I have considered the long-term implications of this financial decision.,NEGATIVE,0.5,0.8468940704740487,290,47,6,0,1,1
162,medical,Looking to finance medical treatment. I have several medical bills to pay. My employment is stable and I have typical payment history. I will maintain my payment schedule.,NEUTRAL,0.4791666666666667,0.7929427769081643,171,28,5,1,0,1
163,medical,Need loan for healthcare expenses.,NEUTRAL,0.5,0.9024094270500058,34,5,2,0,0,0
164,business,Looking to invest in my business. I have several areas that need funding. I have standard credit history and stable employment. I understand my financial obligations.,NEUTRAL,0.5,0.8871923156149524,166,26,5,1,0,1
165,business,Expanding my successful small business. I have excellent credit and proven track record. I have excellent credit history and stable employment. I am optimistic about my financial future. I have carefully planned my budget to accommodate this loan payment.,POSITIVE,0.6714285714285715,0.902841208145085,255,39,6,1,0,1
166,medical,Looking to finance medical treatment. I have several medical bills to pay. I have consistent income and average credit score. I understand my financial obligations. I have considered the long-term implications of this financial decision.,NEUTRAL,0.5071428571428571,0.8670054371669926,237,35,6,0,0,1
167,medical,Need urgent medical treatment but struggling financially. Have missed some payments due to medical bills. I've been struggling financially and have missed some payments. I am struggling to manage my current financial obligations.,NEGATIVE,0.49107142857142855,0.8001291746947153,229,33,5,0,1,1
168,home_improvement,Planning to renovate my kitchen to increase home value. I have a stable job and good credit history. I have stable income and good credit score with no late payments. I have carefully considered this financial decision.,POSITIVE,0.645,0.8468297583587509,219,37,5,1,0,1
169,medical,Scheduling important medical treatment. I have strong credit and stable employment. My employment is secure and I have strong payment history. I have carefully considered this financial decision.,POSITIVE,0.611904761904762,0.9376885534298186,195,28,5,1,0,1
170,home_improvement,Looking to do some home renovations. I have several areas that need updating. I have consistent income and average credit score. I plan to manage this loan responsibly. I have carefully planned my budget to accommodate this loan payment.,NEUTRAL,0.52,0.6348990942096924,237,39,6,0,0,1
171,medical,Need loan for healthcare expenses.,NEUTRAL,0.5,0.9048265399722267,34,5,2,0,0,0
172,home_improvement,Want to upgrade my home's energy efficiency with new windows and insulation.,POSITIVE,0.5681818181818181,0.8181407901826993,76,12,2,0,0,0
173,medical,Need funding for medical expenses. I have various healthcare costs to cover. I have consistent income and average credit score. I am committed to meeting my financial commitments. I have carefully planned my budget to accommodate this loan payment.,NEUTRAL,0.5,0.9339488574179367,248,39,6,0,0,1
174,medical,Emergency medical expenses that insurance won't cover. My income has been reduced due to illness. My financial situation has been challenging recently. I am concerned about my ability to make payments. I have discussed this with my financial advisor and feel confident about this decision.,NEGATIVE,0.5625,0.8209063558991241,289,45,6,1,1,1
175,business,Need capital for business development.,NEUTRAL,0.5,0.942418204877191,38,5,2,0,0,0
176,debt_consolidation,"I need to consolidate my high-interest credit card debt into a single, manageable payment. I have a stable job and am committed to improving my financial situation. I have stable income and good credit score with no late payments. I am confident in my ability to repay this loan.",POSITIVE,0.6278571428571429,0.6160968390370244,279,49,5,1,0,1
177,debt_consolidation,Looking to consolidate multiple debts for better organization. I have a mix of credit cards and other loans. I have consistent income and average credit score. I will maintain my payment schedule.,NEUTRAL,0.5475,0.6509494284947894,196,32,5,0,0,1
178,education,Need education funding but my financial situation is tight. Have some credit problems. I've been struggling financially and have missed some payments. I am struggling to manage my current financial obligations.,NEGATIVE,0.48214285714285715,0.6612742742720166,210,31,5,0,1,1
179,education,Need loan for education. I have different education-related costs to address. My employment is stable and I have typical payment history. I will maintain my payment schedule.,NEUTRAL,0.4583333333333333,0.9194901556082442,174,27,5,1,0,1
180,home_improvement,Want to upgrade my home's energy efficiency with new windows and insulation.,POSITIVE,0.5681818181818181,0.6893643478557039,76,12,2,0,0,0
181,debt_consolidation,Need to consolidate debts because I'm struggling to make minimum payments. Have some late payments recently. My financial situation has been challenging recently. I am struggling to manage my current financial obligations.,NEGATIVE,0.5166666666666667,0.6258516650990055,222,32,5,0,1,1
182,business,Expanding my successful small business. I have excellent credit and proven track record. My financial situation is stable with consistent income and good credit. I am committed to maintaining my good credit standing. I have carefully planned my budget to accommodate this loan payment.,POSITIVE,0.690625,0.8958563737999095,285,44,6,1,0,1
183,home_improvement,Want to make some upgrades to my house. I have a few different improvement projects planned. I have a regular income and standard credit history. I will make payments as agreed.,NEUTRAL,0.475,0.7334775041801701,177,31,5,0,0,1
184,business,Looking to invest in my business. I have several areas that need funding. I have consistent income and average credit score. I plan to manage this loan responsibly. I have carefully planned my budget to accommodate this loan payment.,NEUTRAL,0.52,0.6960681330623797,233,39,6,0,0,1
185,education,Need education funding but my financial situation is tight. Have some credit problems. My income has been reduced recently and I have some payment issues. I am facing financial challenges. I have carefully planned my budget to accommodate this loan payment.,NEGATIVE,0.47214285714285714,0.8914936148856158,257,41,6,0,0,1
